date,store_id,sku_id,category,actual_units_sold,actual_true_demand,baseline_forecast,regression_forecast
2026-01-24,ST005,SKU0001,Personalcare,0,3,14,1.0740557548063725
2026-01-25,ST005,SKU0001,Personalcare,0,2,3,1.6750932257074966
2026-01-26,ST005,SKU0001,Personalcare,0,1,3,0.7576351362689673
2026-01-27,ST005,SKU0001,Personalcare,0,5,8,0.9261666931726538
2026-01-28,ST005,SKU0001,Personalcare,0,4,9,1.1054786139266382
2026-01-29,ST005,SKU0001,Personalcare,0,0,0,1.3578409452870237
2026-01-30,ST005,SKU0001,Personalcare,0,7,5,1.0742813181333963
2026-01-03,ST005,SKU0002,Homecare,0,3,0,3.1217064695825942
2026-01-04,ST005,SKU0002,Homecare,0,1,2,3.082932876547408
2026-01-05,ST005,SKU0002,Homecare,0,1,2,2.569454629080652
2026-01-06,ST005,SKU0002,Homecare,0,1,4,2.648201074647801
2026-01-07,ST005,SKU0002,Homecare,0,2,4,2.9106088065509965
2026-01-08,ST005,SKU0002,Homecare,0,5,5,3.131693462219288
2026-01-09,ST005,SKU0002,Homecare,0,3,0,3.2753032331403786
2026-01-10,ST005,SKU0002,Homecare,0,5,0,3.21068973431427
2026-01-11,ST005,SKU0002,Homecare,0,4,2,3.1165702785459697
2026-01-12,ST005,SKU0002,Homecare,0,4,2,2.4140255840432245
2026-01-13,ST005,SKU0002,Homecare,0,1,4,2.428956187260244
2026-01-14,ST005,SKU0002,Homecare,0,0,4,2.5354030969368804
2026-01-15,ST005,SKU0002,Homecare,0,1,5,2.570354099471081
2026-01-16,ST005,SKU0002,Homecare,0,4,0,2.922315661316827
2026-01-17,ST005,SKU0002,Homecare,0,8,0,2.8758172409828795
2026-01-18,ST005,SKU0002,Homecare,0,1,2,2.4939725879420243
2026-01-19,ST005,SKU0002,Homecare,0,5,2,2.157853361473384
2026-01-20,ST005,SKU0002,Homecare,0,2,4,2.1727768390475846
2026-01-21,ST005,SKU0002,Homecare,0,5,4,2.296806220022823
2026-01-22,ST005,SKU0002,Homecare,0,3,5,2.122489124666368
2026-01-23,ST005,SKU0002,Homecare,0,4,0,2.1929354406008397
2026-01-24,ST005,SKU0002,Homecare,0,1,0,2.2064182262722545
2026-01-25,ST005,SKU0002,Homecare,0,4,2,2.9911860562074346
2026-01-26,ST005,SKU0002,Homecare,0,3,2,2.2217080017847057
2026-01-27,ST005,SKU0002,Homecare,0,2,4,2.526594831962464
2026-01-28,ST005,SKU0002,Homecare,0,5,4,2.5948173492125384
2026-01-29,ST005,SKU0002,Homecare,0,2,5,2.6855282278291477
2026-01-30,ST005,SKU0002,Homecare,0,6,0,2.848165618319041
2026-01-03,ST005,SKU0003,Snacks,0,9,6,12.145087712699999
2026-01-04,ST005,SKU0003,Snacks,0,12,6,11.457248886366003
2026-01-05,ST005,SKU0003,Snacks,0,3,2,8.623656901701057
2026-01-06,ST005,SKU0003,Snacks,0,7,3,8.232884874699725
2026-01-07,ST005,SKU0003,Snacks,0,10,3,8.627270363325618
2026-01-08,ST005,SKU0003,Snacks,0,8,6,8.937135132239817
2026-01-09,ST005,SKU0003,Snacks,0,12,19,10.113443214613609
2026-01-10,ST005,SKU0003,Snacks,0,1,6,9.581335537697791
2026-01-11,ST005,SKU0003,Snacks,0,9,6,10.02940793117234
2026-01-12,ST005,SKU0003,Snacks,0,5,2,7.557520217614905
2026-01-13,ST005,SKU0003,Snacks,0,4,3,7.743202797968097
2026-01-14,ST005,SKU0003,Snacks,0,9,3,8.509237537065257
2026-01-15,ST005,SKU0003,Snacks,0,4,6,9.106923142928343
2026-01-16,ST005,SKU0003,Snacks,0,10,19,9.832402684650196
2026-01-17,ST005,SKU0003,Snacks,0,7,6,9.593584065685516
2026-01-18,ST005,SKU0003,Snacks,0,2,6,9.88653411298347
2026-01-19,ST005,SKU0003,Snacks,0,5,2,7.28090858217109
2026-01-20,ST005,SKU0003,Snacks,0,1,3,7.868578985651938
2026-01-21,ST005,SKU0003,Snacks,0,9,3,8.684832389496814
2026-01-22,ST005,SKU0003,Snacks,0,1,6,9.463059986019704
2026-01-23,ST005,SKU0003,Snacks,0,9,19,10.0062596340188
2026-01-24,ST005,SKU0003,Snacks,0,7,6,10.8477157889766
2026-01-25,ST005,SKU0003,Snacks,0,7,6,10.61751053346539
2026-01-26,ST005,SKU0003,Snacks,0,4,2,8.121655849665897
2026-01-27,ST005,SKU0003,Snacks,0,9,3,7.935984461864672
2026-01-28,ST005,SKU0003,Snacks,0,3,3,8.852828890433592
2026-01-29,ST005,SKU0003,Snacks,0,2,6,8.329466352572364
2026-01-30,ST005,SKU0003,Snacks,0,0,19,9.29465259391187
2026-01-03,ST005,SKU0004,Snacks,0,2,8,6.355951277422596
2026-01-04,ST005,SKU0004,Snacks,0,0,10,6.688824054290554
2026-01-05,ST005,SKU0004,Snacks,0,2,1,4.545294356707244
2026-01-06,ST005,SKU0004,Snacks,0,7,4,5.064025341342742
2026-01-07,ST005,SKU0004,Snacks,0,4,6,5.904268314280501
2026-01-08,ST005,SKU0004,Snacks,0,4,4,5.850344898703406
2026-01-09,ST005,SKU0004,Snacks,0,8,5,6.165151106952479
2026-01-10,ST005,SKU0004,Snacks,0,17,8,6.799081641238402
2026-01-11,ST005,SKU0004,Snacks,0,16,10,8.444994452260655
2026-01-12,ST005,SKU0004,Snacks,0,10,1,6.172116349781826
2026-01-13,ST005,SKU0004,Snacks,0,6,4,5.458970451698932
2026-01-14,ST005,SKU0004,Snacks,0,6,6,5.326779968341272
2026-01-15,ST005,SKU0004,Snacks,0,6,4,5.434577547581854
2026-01-16,ST005,SKU0004,Snacks,0,7,5,5.59359366973807
2026-01-17,ST005,SKU0004,Snacks,0,0,8,6.312202637547837
2026-01-18,ST005,SKU0004,Snacks,0,6,10,6.613409751939859
2026-01-19,ST005,SKU0004,Snacks,0,3,1,4.826866464272886
2026-01-20,ST005,SKU0004,Snacks,0,7,4,4.8124089399980345
2026-01-21,ST005,SKU0004,Snacks,0,5,6,5.451931588794335
2026-01-22,ST005,SKU0004,Snacks,0,4,4,5.604682915243678
2026-01-23,ST005,SKU0004,Snacks,0,14,5,5.918155907645858
2026-01-24,ST005,SKU0004,Snacks,0,2,8,7.461608255135513
2026-01-25,ST005,SKU0004,Snacks,0,23,10,6.615382444070721
2026-01-26,ST005,SKU0004,Snacks,0,0,1,7.547607794861214
2026-01-27,ST005,SKU0004,Snacks,0,4,4,6.0919417226201995
2026-01-28,ST005,SKU0004,Snacks,0,9,6,6.88579154800706
2026-01-29,ST005,SKU0004,Snacks,0,6,4,7.416738377241836
2026-01-30,ST005,SKU0004,Snacks,0,9,5,7.554740010066141
2026-01-03,ST005,SKU0005,Beverages,0,12,7,6.127241268703757
2026-01-04,ST005,SKU0005,Beverages,0,8,10,6.57275554242134
2026-01-05,ST005,SKU0005,Beverages,0,2,1,6.308084625939025
2026-01-06,ST005,SKU0005,Beverages,0,2,5,7.001852648500465
2026-01-07,ST005,SKU0005,Beverages,0,3,7,7.01388115983713
2026-01-08,ST005,SKU0005,Beverages,0,3,2,6.834955169578057
2026-01-09,ST005,SKU0005,Beverages,0,5,17,7.387781821716441
2026-01-10,ST005,SKU0005,Beverages,0,2,7,7.34361011094099
2026-01-11,ST005,SKU0005,Beverages,0,17,10,7.782898343812171
2026-01-12,ST005,SKU0005,Beverages,0,1,1,5.496850606750012
2026-01-13,ST005,SKU0005,Beverages,0,17,5,6.794389738820858
2026-01-14,ST005,SKU0005,Beverages,0,0,7,5.437842041600388
2026-01-15,ST005,SKU0005,Beverages,0,6,2,6.828138750909877
2026-01-16,ST005,SKU0005,Beverages,0,4,17,6.483311058392626
2026-01-17,ST005,SKU0005,Beverages,0,10,7,6.556792387771356
2026-01-18,ST005,SKU0005,Beverages,0,2,10,6.609635327836169
2026-01-19,ST005,SKU0005,Beverages,0,2,1,6.480304904798508
2026-01-20,ST005,SKU0005,Beverages,0,0,5,7.184723343661737
2026-01-21,ST005,SKU0005,Beverages,0,5,7,7.14156377608972
2026-01-22,ST005,SKU0005,Beverages,0,16,2,7.1937676467330265
2026-01-23,ST005,SKU0005,Beverages,0,3,17,5.921870431831894
2026-01-24,ST005,SKU0005,Beverages,0,7,7,7.070349431897737
2026-01-25,ST005,SKU0005,Beverages,0,3,10,6.629503717499714
2026-01-26,ST005,SKU0005,Beverages,0,2,1,6.710512977328118
2026-01-27,ST005,SKU0005,Beverages,0,6,5,6.788123485937769
2026-01-28,ST005,SKU0005,Beverages,0,10,7,6.83713329973051
2026-01-29,ST005,SKU0005,Beverages,0,5,2,6.853214716171303
2026-01-30,ST005,SKU0005,Beverages,0,5,17,7.1419644325857785
2026-01-03,ST005,SKU0006,Dairy,0,13,7,6.694551803690228
2026-01-04,ST005,SKU0006,Dairy,0,7,7,7.861257536718231
2026-01-05,ST005,SKU0006,Dairy,0,8,14,4.247841342855858
2026-01-06,ST005,SKU0006,Dairy,0,1,3,5.30127311373399
2026-01-07,ST005,SKU0006,Dairy,0,1,15,4.428008872123568
2026-01-08,ST005,SKU0006,Dairy,0,6,4,5.597342757428919
2026-01-09,ST005,SKU0006,Dairy,0,7,6,6.433421555382057
2026-01-10,ST005,SKU0006,Dairy,0,8,7,6.625460248298033
2026-01-11,ST005,SKU0006,Dairy,0,15,7,7.311689121965826
2026-01-12,ST005,SKU0006,Dairy,0,7,14,5.7645473099432625
2026-01-13,ST005,SKU0006,Dairy,0,10,3,5.7100941718754115
2026-01-14,ST005,SKU0006,Dairy,0,7,15,6.23904327532082
2026-01-15,ST005,SKU0006,Dairy,0,9,4,5.78579722918571
2026-01-16,ST005,SKU0006,Dairy,0,4,6,6.323143201564794
2026-01-17,ST005,SKU0006,Dairy,0,6,7,6.253912503090935
2026-01-18,ST005,SKU0006,Dairy,0,6,7,6.533767279586614
2026-01-19,ST005,SKU0006,Dairy,0,4,14,4.170720062421783
2026-01-20,ST005,SKU0006,Dairy,0,3,3,4.284883442340642
2026-01-21,ST005,SKU0006,Dairy,0,4,15,4.758176751413387
2026-01-22,ST005,SKU0006,Dairy,0,4,4,5.153285192374474
2026-01-23,ST005,SKU0006,Dairy,0,3,6,5.7590314577131885
2026-01-24,ST005,SKU0006,Dairy,0,3,7,6.005223642574253
2026-01-25,ST005,SKU0006,Dairy,0,11,7,6.44703708452497
2026-01-26,ST005,SKU0006,Dairy,0,14,14,5.211379789605459
2026-01-27,ST005,SKU0006,Dairy,0,8,3,6.302269660891334
2026-01-28,ST005,SKU0006,Dairy,0,7,15,5.892719891879921
2026-01-29,ST005,SKU0006,Dairy,0,13,4,6.237871639961186
2026-01-30,ST005,SKU0006,Dairy,0,8,6,7.288945395566362
2026-01-03,ST005,SKU0007,Dairy,0,8,6,6.4924463709204785
2026-01-04,ST005,SKU0007,Dairy,0,24,39,0.0
2026-01-05,ST005,SKU0007,Dairy,0,5,8,3.8315783608810614
2026-01-06,ST005,SKU0007,Dairy,0,16,4,5.284310697405668
2026-01-07,ST005,SKU0007,Dairy,0,1,12,3.6876321881146215
2026-01-08,ST005,SKU0007,Dairy,0,19,10,4.565274806249798
2026-01-09,ST005,SKU0007,Dairy,0,4,10,4.451996757146457
2026-01-10,ST005,SKU0007,Dairy,0,7,6,5.4120955950696334
2026-01-11,ST005,SKU0007,Dairy,0,6,39,2.069659165266387
2026-01-12,ST005,SKU0007,Dairy,0,5,8,4.562608429181285
2026-01-13,ST005,SKU0007,Dairy,0,7,4,2.6131973675960882
2026-01-14,ST005,SKU0007,Dairy,0,17,12,5.909720446782373
2026-01-15,ST005,SKU0007,Dairy,0,7,10,2.202920276047932
2026-01-16,ST005,SKU0007,Dairy,0,10,10,5.703665561971283
2026-01-17,ST005,SKU0007,Dairy,0,24,6,5.392955105098681
2026-01-18,ST005,SKU0007,Dairy,0,13,39,6.0047330182043
2026-01-19,ST005,SKU0007,Dairy,0,6,8,4.801478881905445
2026-01-20,ST005,SKU0007,Dairy,0,7,4,4.9632056889865535
2026-01-21,ST005,SKU0007,Dairy,0,2,12,3.020785433806111
2026-01-22,ST005,SKU0007,Dairy,0,19,10,5.246924864562977
2026-01-23,ST005,SKU0007,Dairy,0,10,10,4.682961537664623
2026-01-24,ST005,SKU0007,Dairy,0,11,6,1.8575210485683353
2026-01-25,ST005,SKU0007,Dairy,0,21,39,4.05119500976148
2026-01-26,ST005,SKU0007,Dairy,0,12,8,4.482415419088333
2026-01-27,ST005,SKU0007,Dairy,0,9,4,4.666573820744946
2026-01-28,ST005,SKU0007,Dairy,0,10,12,5.959192833619395
2026-01-29,ST005,SKU0007,Dairy,0,7,10,2.7753269325539414
2026-01-30,ST005,SKU0007,Dairy,0,9,10,4.8026613048923865
2026-01-03,ST005,SKU0008,Beverages,0,2,3,4.640268691328619
2026-01-04,ST005,SKU0008,Beverages,0,2,7,5.612792864610144
2026-01-05,ST005,SKU0008,Beverages,0,0,6,4.6207464454870175
2026-01-06,ST005,SKU0008,Beverages,0,3,5,4.922408185762167
2026-01-07,ST005,SKU0008,Beverages,0,3,2,4.444877778318161
2026-01-08,ST005,SKU0008,Beverages,0,2,7,5.108918345702485
2026-01-09,ST005,SKU0008,Beverages,0,2,5,5.43250622270573
2026-01-10,ST005,SKU0008,Beverages,0,5,3,5.382620548306951
2026-01-11,ST005,SKU0008,Beverages,0,2,7,4.996619055367681
2026-01-12,ST005,SKU0008,Beverages,0,1,6,4.306834901229613
2026-01-13,ST005,SKU0008,Beverages,0,5,5,5.0682952252733156
2026-01-14,ST005,SKU0008,Beverages,0,2,2,4.5616334051296725
2026-01-15,ST005,SKU0008,Beverages,0,5,7,5.1013991565193155
2026-01-16,ST005,SKU0008,Beverages,0,15,5,4.813372508088006
2026-01-17,ST005,SKU0008,Beverages,0,2,3,3.0719281293717593
2026-01-18,ST005,SKU0008,Beverages,0,6,7,4.755303887030354
2026-01-19,ST005,SKU0008,Beverages,0,7,6,3.1593906913257888
2026-01-20,ST005,SKU0008,Beverages,0,6,5,3.6392131363824283
2026-01-21,ST005,SKU0008,Beverages,0,5,2,3.549452555167057
2026-01-22,ST005,SKU0008,Beverages,0,4,7,4.2857389777737165
2026-01-23,ST005,SKU0008,Beverages,0,9,5,5.770405294312128
2026-01-24,ST005,SKU0008,Beverages,0,5,3,4.140889244008667
2026-01-25,ST005,SKU0008,Beverages,0,3,7,5.3852742368871365
2026-01-26,ST005,SKU0008,Beverages,0,8,6,4.827385057410735
2026-01-27,ST005,SKU0008,Beverages,0,4,5,4.098536321512189
2026-01-28,ST005,SKU0008,Beverages,0,4,2,4.722435518634677
2026-01-29,ST005,SKU0008,Beverages,0,6,7,4.728294637505089
2026-01-30,ST005,SKU0008,Beverages,0,8,5,5.157137198101831
2026-01-03,ST005,SKU0009,Homecare,0,2,0,0.6414562980305529
2026-01-04,ST005,SKU0009,Homecare,0,7,3,0.6978454529057716
2026-01-05,ST005,SKU0009,Homecare,0,1,4,0.9323486953864926
2026-01-06,ST005,SKU0009,Homecare,0,2,1,1.0463071326696256
2026-01-07,ST005,SKU0009,Homecare,0,0,6,1.2465364704879573
2026-01-08,ST005,SKU0009,Homecare,0,5,1,1.2998031783782058
2026-01-09,ST005,SKU0009,Homecare,0,7,4,0.8849996871992127
2026-01-10,ST005,SKU0009,Homecare,0,0,0,0.56036268162274
2026-01-11,ST005,SKU0009,Homecare,0,0,3,1.2880993480110918
2026-01-12,ST005,SKU0009,Homecare,0,6,4,1.5393860749824064
2026-01-13,ST005,SKU0009,Homecare,0,2,1,0.979718336057255
2026-01-14,ST005,SKU0009,Homecare,0,1,6,1.06943915168875
2026-01-15,ST005,SKU0009,Homecare,0,5,1,1.3069594292641011
2026-01-16,ST005,SKU0009,Homecare,0,8,4,0.8793599300818173
2026-01-17,ST005,SKU0009,Homecare,0,0,0,0.044683636926865944
2026-01-18,ST005,SKU0009,Homecare,0,2,3,0.43056982556997614
2026-01-19,ST005,SKU0009,Homecare,0,2,4,1.1074179940620237
2026-01-20,ST005,SKU0009,Homecare,0,2,1,0.7471040004069409
2026-01-21,ST005,SKU0009,Homecare,0,5,6,0.6484678893307882
2026-01-22,ST005,SKU0009,Homecare,0,0,1,0.5105920641443964
2026-01-23,ST005,SKU0009,Homecare,0,5,4,1.0316016094188365
2026-01-24,ST005,SKU0009,Homecare,0,7,0,0.07492505760443624
2026-01-25,ST005,SKU0009,Homecare,0,0,3,0.0
2026-01-26,ST005,SKU0009,Homecare,0,7,4,0.7873024059498634
2026-01-27,ST005,SKU0009,Homecare,0,3,1,0.16328701729808115
2026-01-28,ST005,SKU0009,Homecare,0,1,6,0.3668931969737832
2026-01-29,ST005,SKU0009,Homecare,0,1,1,0.3854149090525696
2026-01-30,ST005,SKU0009,Homecare,0,3,4,0.5215173398367376
2026-01-03,ST005,SKU0010,Homecare,0,3,3,2.8004544608801245
2026-01-04,ST005,SKU0010,Homecare,0,1,7,2.736444913194869
2026-01-05,ST005,SKU0010,Homecare,0,1,3,2.0224519947460253
2026-01-06,ST005,SKU0010,Homecare,0,3,11,1.5422727468278226
2026-01-07,ST005,SKU0010,Homecare,0,2,3,1.750010734797511
2026-01-08,ST005,SKU0010,Homecare,0,0,8,1.548646891615007
2026-01-09,ST005,SKU0010,Homecare,0,3,4,1.5868275993036902
2026-01-10,ST005,SKU0010,Homecare,0,0,3,1.6014270477567565
2026-01-11,ST005,SKU0010,Homecare,0,4,7,1.5779020281987268
2026-01-12,ST005,SKU0010,Homecare,0,1,3,1.20956486377777
2026-01-13,ST005,SKU0010,Homecare,0,5,11,1.2794129175880433
2026-01-14,ST005,SKU0010,Homecare,0,3,3,1.279582674465467
2026-01-15,ST005,SKU0010,Homecare,0,1,8,1.542838138648918
2026-01-16,ST005,SKU0010,Homecare,0,1,4,1.6734663839505979
2026-01-17,ST005,SKU0010,Homecare,0,4,3,1.6873295952153242
2026-01-18,ST005,SKU0010,Homecare,0,1,7,1.8540829483849903
2026-01-19,ST005,SKU0010,Homecare,0,3,3,1.469972141803349
2026-01-20,ST005,SKU0010,Homecare,0,7,11,1.4955516688621322
2026-01-21,ST005,SKU0010,Homecare,0,2,3,1.4733293669709078
2026-01-22,ST005,SKU0010,Homecare,0,1,8,1.675496049893458
2026-01-23,ST005,SKU0010,Homecare,0,3,4,1.7678182235787256
2026-01-24,ST005,SKU0010,Homecare,0,3,3,1.8465701608065828
2026-01-25,ST005,SKU0010,Homecare,0,1,7,1.9688069721252415
2026-01-26,ST005,SKU0010,Homecare,0,1,3,1.568241064894974
2026-01-27,ST005,SKU0010,Homecare,0,3,11,1.2848634909065333
2026-01-28,ST005,SKU0010,Homecare,0,3,3,1.5751243257795273
2026-01-29,ST005,SKU0010,Homecare,0,2,8,1.7237087186863458
2026-01-30,ST005,SKU0010,Homecare,0,2,4,1.835559649233529
2026-01-03,ST005,SKU0011,Beverages,0,7,2,4.472481943527706
2026-01-04,ST005,SKU0011,Beverages,0,0,5,5.392629100537878
2026-01-05,ST005,SKU0011,Beverages,0,3,9,4.161967228938607
2026-01-06,ST005,SKU0011,Beverages,0,5,10,3.858635001632026
2026-01-07,ST005,SKU0011,Beverages,0,5,2,3.8622747663810686
2026-01-08,ST005,SKU0011,Beverages,0,5,7,4.443045823515125
2026-01-09,ST005,SKU0011,Beverages,0,6,5,4.555025122321471
2026-01-10,ST005,SKU0011,Beverages,0,3,2,4.708365524594798
2026-01-11,ST005,SKU0011,Beverages,0,6,5,4.524147463245853
2026-01-12,ST005,SKU0011,Beverages,0,2,9,4.956275701365685
2026-01-13,ST005,SKU0011,Beverages,0,0,10,4.946625217889176
2026-01-14,ST005,SKU0011,Beverages,0,6,2,4.198506217888733
2026-01-15,ST005,SKU0011,Beverages,0,2,7,4.098530724057898
2026-01-16,ST005,SKU0011,Beverages,0,1,5,4.100936600905802
2026-01-17,ST005,SKU0011,Beverages,0,5,2,3.889879370290449
2026-01-18,ST005,SKU0011,Beverages,0,8,5,4.1510739737624
2026-01-19,ST005,SKU0011,Beverages,0,3,9,3.1738672091088374
2026-01-20,ST005,SKU0011,Beverages,0,17,10,3.456144080877087
2026-01-21,ST005,SKU0011,Beverages,0,3,2,2.878347049111485
2026-01-22,ST005,SKU0011,Beverages,0,3,7,2.945655387150119
2026-01-23,ST005,SKU0011,Beverages,0,5,5,3.220317378913734
2026-01-24,ST005,SKU0011,Beverages,0,3,2,3.8901342788567366
2026-01-25,ST005,SKU0011,Beverages,0,11,5,3.840071287878578
2026-01-26,ST005,SKU0011,Beverages,0,1,9,2.899044344916689
2026-01-27,ST005,SKU0011,Beverages,0,3,10,3.400230301376936
2026-01-28,ST005,SKU0011,Beverages,0,2,2,3.670492972838164
2026-01-29,ST005,SKU0011,Beverages,0,6,7,3.6526224586093443
2026-01-30,ST005,SKU0011,Beverages,0,1,5,3.944056557161325
2026-01-03,ST005,SKU0012,Dairy,0,10,10,5.548117409611503
2026-01-04,ST005,SKU0012,Dairy,0,21,11,5.177913468323816
2026-01-05,ST005,SKU0012,Dairy,0,1,7,1.5735773782769709
2026-01-06,ST005,SKU0012,Dairy,0,7,3,4.852474632062549
2026-01-07,ST005,SKU0012,Dairy,0,12,20,3.361336833632911
2026-01-08,ST005,SKU0012,Dairy,0,9,3,4.2415952113124415
2026-01-09,ST005,SKU0012,Dairy,0,5,4,4.679028368142747
2026-01-10,ST005,SKU0012,Dairy,0,3,10,5.119806467656245
2026-01-11,ST005,SKU0012,Dairy,0,14,11,5.406951222465876
2026-01-12,ST005,SKU0012,Dairy,0,6,7,2.986358320453042
2026-01-13,ST005,SKU0012,Dairy,0,2,3,3.785002431011508
2026-01-14,ST005,SKU0012,Dairy,0,4,20,4.641814521271053
2026-01-15,ST005,SKU0012,Dairy,0,10,3,5.177656046358126
2026-01-16,ST005,SKU0012,Dairy,0,5,4,4.998778067235829
2026-01-17,ST005,SKU0012,Dairy,0,12,10,6.136066137483714
2026-01-18,ST005,SKU0012,Dairy,0,3,11,4.722814199977629
2026-01-19,ST005,SKU0012,Dairy,0,10,7,4.33433662635695
2026-01-20,ST005,SKU0012,Dairy,0,3,3,3.9778613825918017
2026-01-21,ST005,SKU0012,Dairy,0,18,20,5.069476628966595
2026-01-22,ST005,SKU0012,Dairy,0,7,3,2.9494024598122435
2026-01-23,ST005,SKU0012,Dairy,0,3,4,5.1356385883938245
2026-01-24,ST005,SKU0012,Dairy,0,6,10,5.677117183883277
2026-01-25,ST005,SKU0012,Dairy,0,6,11,6.3983175096527445
2026-01-26,ST005,SKU0012,Dairy,0,2,7,3.65622345632414
2026-01-27,ST005,SKU0012,Dairy,0,8,3,5.2312079610434985
2026-01-28,ST005,SKU0012,Dairy,0,17,20,3.7981345576306
2026-01-29,ST005,SKU0012,Dairy,0,17,3,3.7361078712699154
2026-01-30,ST005,SKU0012,Dairy,0,12,4,4.068485869668661
2026-01-03,ST005,SKU0013,Beverages,0,11,4,3.676180644460689
2026-01-04,ST005,SKU0013,Beverages,0,8,4,3.2962684396588315
2026-01-05,ST005,SKU0013,Beverages,0,2,23,4.192104413789743
2026-01-06,ST005,SKU0013,Beverages,0,3,3,2.8936868297897895
2026-01-07,ST005,SKU0013,Beverages,0,6,5,3.3001348832618698
2026-01-08,ST005,SKU0013,Beverages,0,7,18,4.9387027378124415
2026-01-09,ST005,SKU0013,Beverages,0,7,0,3.2105323324981248
2026-01-10,ST005,SKU0013,Beverages,0,2,4,4.180582766884198
2026-01-11,ST005,SKU0013,Beverages,0,17,4,4.371848425176274
2026-01-12,ST005,SKU0013,Beverages,0,6,23,2.2849658083272617
2026-01-13,ST005,SKU0013,Beverages,0,5,3,2.5107650108874036
2026-01-14,ST005,SKU0013,Beverages,0,4,5,2.970208264648981
2026-01-15,ST005,SKU0013,Beverages,0,5,18,3.434317508089201
2026-01-16,ST005,SKU0013,Beverages,0,4,0,3.7240778140269457
2026-01-17,ST005,SKU0013,Beverages,0,8,4,3.5108458146412405
2026-01-18,ST005,SKU0013,Beverages,0,8,4,4.955944639928402
2026-01-19,ST005,SKU0013,Beverages,0,2,23,2.586576119046621
2026-01-20,ST005,SKU0013,Beverages,0,5,3,2.997283450589075
2026-01-21,ST005,SKU0013,Beverages,0,12,5,3.0348912892098254
2026-01-22,ST005,SKU0013,Beverages,0,9,18,3.0691724980224078
2026-01-23,ST005,SKU0013,Beverages,0,2,0,3.020996348719465
2026-01-24,ST005,SKU0013,Beverages,0,3,4,3.8600550279552497
2026-01-25,ST005,SKU0013,Beverages,0,4,4,4.301007821552981
2026-01-26,ST005,SKU0013,Beverages,0,11,23,2.6352004887468805
2026-01-27,ST005,SKU0013,Beverages,0,9,3,2.527916616259022
2026-01-28,ST005,SKU0013,Beverages,0,1,5,3.424422054093713
2026-01-29,ST005,SKU0013,Beverages,0,8,18,3.9150565392708834
2026-01-30,ST005,SKU0013,Beverages,0,1,0,3.1084812314236956
2026-01-03,ST005,SKU0014,Snacks,0,6,5,5.049931003156655
2026-01-04,ST005,SKU0014,Snacks,0,4,3,5.73200623739203
2026-01-05,ST005,SKU0014,Snacks,0,10,13,1.2850085677675351
2026-01-06,ST005,SKU0014,Snacks,0,14,9,2.1803648017154393
2026-01-07,ST005,SKU0014,Snacks,0,7,8,3.4433626003624944
2026-01-08,ST005,SKU0014,Snacks,0,4,2,4.092447010198141
2026-01-09,ST005,SKU0014,Snacks,0,20,6,4.198931972848339
2026-01-10,ST005,SKU0014,Snacks,0,3,5,6.156269622672457
2026-01-11,ST005,SKU0014,Snacks,0,12,3,6.092977599528219
2026-01-12,ST005,SKU0014,Snacks,0,13,13,2.2051138399979857
2026-01-13,ST005,SKU0014,Snacks,0,2,9,2.377701754888395
2026-01-14,ST005,SKU0014,Snacks,0,8,8,3.3106746389897315
2026-01-15,ST005,SKU0014,Snacks,0,8,2,4.332534153153183
2026-01-16,ST005,SKU0014,Snacks,0,6,6,3.396354029075809
2026-01-17,ST005,SKU0014,Snacks,0,9,5,4.620244047324352
2026-01-18,ST005,SKU0014,Snacks,0,13,3,4.241861921343922
2026-01-19,ST005,SKU0014,Snacks,0,9,13,0.712109830247468
2026-01-20,ST005,SKU0014,Snacks,0,10,9,1.6931571288721132
2026-01-21,ST005,SKU0014,Snacks,0,3,8,1.1196130393408574
2026-01-22,ST005,SKU0014,Snacks,0,7,2,1.8638317029633407
2026-01-23,ST005,SKU0014,Snacks,0,6,6,2.8016975323655173
2026-01-24,ST005,SKU0014,Snacks,0,7,5,3.037858209566776
2026-01-25,ST005,SKU0014,Snacks,0,8,3,3.394624893965069
2026-01-26,ST005,SKU0014,Snacks,0,0,13,0.0
2026-01-27,ST005,SKU0014,Snacks,0,4,9,0.7821680597631362
2026-01-28,ST005,SKU0014,Snacks,0,10,8,2.2126698952554085
2026-01-29,ST005,SKU0014,Snacks,0,4,2,2.8280525925882936
2026-01-30,ST005,SKU0014,Snacks,0,9,6,3.166725048599686
2026-01-03,ST005,SKU0015,Beverages,0,6,12,5.786874765459535
2026-01-04,ST005,SKU0015,Beverages,0,10,15,6.467354541312534
2026-01-05,ST005,SKU0015,Beverages,0,7,3,2.404160349498696
2026-01-06,ST005,SKU0015,Beverages,0,6,4,3.3114723958298486
2026-01-07,ST005,SKU0015,Beverages,0,7,5,4.00873942671476
2026-01-08,ST005,SKU0015,Beverages,0,4,2,3.7651229902175514
2026-01-09,ST005,SKU0015,Beverages,0,9,2,4.575369607940234
2026-01-10,ST005,SKU0015,Beverages,0,5,12,5.803035819077326
2026-01-11,ST005,SKU0015,Beverages,0,15,15,7.127616570259548
2026-01-12,ST005,SKU0015,Beverages,0,2,3,3.2505237316115134
2026-01-13,ST005,SKU0015,Beverages,0,6,4,3.9342738736876277
2026-01-14,ST005,SKU0015,Beverages,0,9,5,4.172597476468123
2026-01-15,ST005,SKU0015,Beverages,0,2,2,3.758302099771967
