date,store_id,sku_id,region,city_tier,store_size,category_x,price,cost,shelf_life_days,moq_units,on_hand_open,receipts_units,on_hand_close,stockout_flag,days_of_cover,region_repl,city_tier_repl,store_size_repl,category_repl,price_repl,cost_repl,shelf_life_days_repl,moq_units_repl,avg_daily_demand,demand_std_dev,lead_time_days,service_level_target,safety_stock,reorder_point,recommended_order_qty,on_hand_units,category_y,forecast_avg_daily_demand,forecast_28d_units,category,projected_days_to_zero,doh_threshold,risk_flag,recommended_action
2026-01-30,ST016,SKU0081,North,3,S,Personalcare,338.86,198.84,363,48,0,0,0.0,1,0.0,North,3,S,Personalcare,338.86,198.84,363,48,2.4821,1.9258,7.0,0.95,8.4071,25.7821,48.0,0.0,Personalcare,2.4593814411966517,68.86268035350625,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0080,North,3,S,Beverages,274.14,180.06,690,48,0,0,0.0,1,0.0,North,3,S,Beverages,274.14,180.06,690,48,5.7857,3.9987,7.0,0.95,17.4563,57.9563,98.4563,0.0,Beverages,4.481859678649312,125.49207100218072,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0079,North,3,S,Personalcare,275.32,172.46,624,24,0,0,0.0,1,0.0,North,3,S,Personalcare,275.32,172.46,624,24,2.3393,1.5049,7.0,0.95,6.5695,22.9445,39.3195,0.0,Personalcare,3.495946945275939,97.88651446772629,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0078,North,3,S,Dairy,152.86,91.65,9,12,0,0,0.0,1,0.0,North,3,S,Dairy,152.86,91.65,9,12,8.0179,5.5185,7.0,0.97,27.4493,83.5743,43.2964,0.0,Dairy,5.235163915931332,146.5845896460773,Dairy,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0077,North,3,S,Grocery,250.37,146.03,9,48,0,0,0.0,1,0.0,North,3,S,Grocery,250.37,146.03,9,48,9.0714,6.0958,7.0,0.95,26.611,90.111,48.9857,0.0,Grocery,7.102275051859366,198.86370145206226,Grocery,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0076,North,3,S,Homecare,219.6,134.25,457,6,0,0,0.0,1,0.0,North,3,S,Homecare,219.6,134.25,457,6,2.125,1.6521,7.0,0.95,7.2124,22.0874,36.9624,0.0,Homecare,1.3556842837111933,37.95915994391341,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0075,North,3,S,Snacks,565.89,447.02,316,6,0,0,0.0,1,0.0,North,3,S,Snacks,565.89,447.02,316,6,5.8393,3.4839,7.0,0.94,14.287,55.162,96.037,0.0,Snacks,2.424729649199892,67.89243017759698,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0074,North,3,S,Grocery,133.11,99.08,10,6,0,0,0.0,1,0.0,North,3,S,Grocery,133.11,99.08,10,6,9.6786,6.1441,7.0,0.95,26.8218,94.5718,58.0714,0.0,Grocery,6.003763916101042,168.10538965082918,Grocery,0.0,6.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0073,North,3,S,Dairy,218.86,148.35,9,12,0,0,0.0,1,0.0,North,3,S,Dairy,218.86,148.35,9,12,7.0714,4.6117,7.0,0.97,22.9385,72.4385,38.1857,0.0,Dairy,5.847757086221979,163.7371984142154,Dairy,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0072,North,3,S,Snacks,141.67,112.9,585,24,0,0,0.0,1,0.0,North,3,S,Snacks,141.67,112.9,585,24,4.7143,3.1259,7.0,0.94,12.8192,45.8192,78.8192,0.0,Snacks,4.489274087672854,125.69967445483991,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0071,North,3,S,Grocery,205.93,145.23,21,24,0,0,0.0,1,0.0,North,3,S,Grocery,205.93,145.23,21,24,10.5357,6.8622,7.0,0.95,29.9568,103.7068,132.75,0.0,Grocery,3.0178412920938635,84.49955617862818,Grocery,0.0,12.6,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST016,SKU0070,North,3,S,Personalcare,160.16,93.42,414,48,0,0,0.0,1,0.0,North,3,S,Personalcare,160.16,93.42,414,48,2.9643,2.2479,7.0,0.95,9.8134,30.5634,51.3134,0.0,Personalcare,1.454539488505323,40.727105678149044,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0001,East,3,M,Personalcare,392.55,269.72,510,12,0,0,0.0,1,0.0,East,3,M,Personalcare,392.55,269.72,510,12,3.6429,2.6246,7.0,0.95,11.4575,36.9575,62.4575,0.0,Personalcare,4.140648484289492,115.93815756010578,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0002,East,3,M,Homecare,372.13,210.62,536,12,0,0,0.0,1,0.0,East,3,M,Homecare,372.13,210.62,536,12,3.3571,2.4895,7.0,0.95,10.8677,34.3677,57.8677,0.0,Homecare,2.4800165687230433,69.44046392424521,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0003,East,3,M,Snacks,220.56,169.92,396,48,0,0,0.0,1,0.0,East,3,M,Snacks,220.56,169.92,396,48,6.6429,4.7268,7.0,0.94,19.3843,65.8843,112.3843,0.0,Snacks,11.517670977938726,322.49478738228436,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0004,East,3,M,Snacks,539.79,385.07,420,24,0,0,0.0,1,0.0,East,3,M,Snacks,539.79,385.07,420,24,8.5536,5.5724,7.0,0.94,22.8519,82.7269,142.6019,0.0,Snacks,7.094057568765749,198.63361192544096,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0026,East,3,M,Homecare,488.52,337.21,472,12,0,0,0.0,1,0.0,East,3,M,Homecare,488.52,337.21,472,12,2.875,2.2568,7.0,0.95,9.8521,29.9771,50.1021,0.0,Homecare,4.008343163253814,112.2336085711068,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0025,East,3,M,Beverages,237.9,157.29,565,6,0,0,0.0,1,0.0,East,3,M,Beverages,237.9,157.29,565,6,7.4643,5.1943,7.0,0.95,22.6756,74.9256,127.1756,0.0,Beverages,0.048700707646263344,1.3636198140953737,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0024,East,3,M,Beverages,224.1,168.2,491,12,0,0,0.0,1,0.0,East,3,M,Beverages,224.1,168.2,491,12,8.1429,4.9925,7.0,0.95,21.7945,78.7945,135.7945,0.0,Beverages,6.529075510972241,182.81411430722275,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0023,East,3,M,Dairy,486.4,396.27,9,12,0,0,0.0,1,0.0,East,3,M,Dairy,486.4,396.27,9,12,9.6964,6.7768,7.0,0.97,33.7076,101.5826,52.3607,0.0,Dairy,10.911785210394791,305.52998589105414,Dairy,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0022,East,3,M,Snacks,153.7,98.65,254,48,0,0,0.0,1,0.0,East,3,M,Snacks,153.7,98.65,254,48,8.2679,6.2856,7.0,0.94,25.7767,83.6517,141.5267,0.0,Snacks,5.610064512670691,157.08180635477936,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0021,East,3,M,Dairy,75.89,45.42,12,48,0,0,0.0,1,0.0,East,3,M,Dairy,75.89,45.42,12,48,10.8929,7.303,7.0,0.97,36.3252,112.5752,78.4286,0.0,Dairy,6.793986239561605,190.23161470772493,Dairy,0.0,7.199999999999999,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0020,East,3,M,Beverages,229.24,171.01,304,6,0,0,0.0,1,0.0,East,3,M,Beverages,229.24,171.01,304,6,7.0357,4.7173,7.0,0.95,20.5935,69.8435,119.0935,0.0,Beverages,7.337656897334539,205.4543931253671,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0019,East,3,M,Grocery,417.65,231.32,19,24,0,0,0.0,1,0.0,East,3,M,Grocery,417.65,231.32,19,24,16.4464,10.299,2.0,0.95,24.0323,56.9251,172.0501,0.0,Grocery,2.8913758364147393,80.9585234196127,Grocery,0.0,11.4,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0018,East,3,M,Homecare,249.49,191.82,527,12,0,0,0.0,1,0.0,East,3,M,Homecare,249.49,191.82,527,12,3.0893,2.3299,7.0,0.95,10.171,31.796,53.421,0.0,Homecare,4.740490744888559,132.73374085687965,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0017,East,3,M,Beverages,360.09,212.74,402,6,0,0,0.0,1,0.0,East,3,M,Beverages,360.09,212.74,402,6,6.8214,4.5009,7.0,0.95,19.6488,67.3988,115.1488,0.0,Beverages,6.7680521137944085,189.50545918624343,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0077,East,3,M,Grocery,250.37,146.03,9,48,0,0,0.0,1,0.0,East,3,M,Grocery,250.37,146.03,9,48,12.4464,7.221,7.0,0.95,31.5231,118.6481,67.2107,0.0,Grocery,13.406651156492455,375.3862323817887,Grocery,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0016,East,3,M,Snacks,273.96,176.97,667,24,0,0,0.0,1,0.0,East,3,M,Snacks,273.96,176.97,667,24,7.7143,5.8767,7.0,0.94,24.0997,78.0997,132.0997,0.0,Snacks,3.1404427055871467,87.9323957564401,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0014,East,3,M,Snacks,96.69,78.43,238,12,0,0,0.0,1,0.0,East,3,M,Snacks,96.69,78.43,238,12,9.1429,5.1077,7.0,0.94,20.9461,84.9461,148.9461,0.0,Snacks,3.8089004451218096,106.64921246341066,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0013,East,3,M,Beverages,243.97,135.84,569,6,0,0,0.0,1,0.0,East,3,M,Beverages,243.97,135.84,569,6,7.6429,4.253,7.0,0.95,18.5666,72.0666,125.5666,0.0,Beverages,3.2283931120903437,90.39500713852962,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0012,East,3,M,Dairy,241.46,163.3,18,12,0,0,0.0,1,0.0,East,3,M,Dairy,241.46,163.3,18,12,9.0536,6.4903,7.0,0.97,32.283,95.658,97.7786,0.0,Dairy,9.920922687578267,277.7858352521915,Dairy,0.0,10.799999999999999,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0011,East,3,M,Beverages,243.15,160.71,295,6,0,0,0.0,1,0.0,East,3,M,Beverages,243.15,160.71,295,6,6.375,4.3592,7.0,0.95,19.0299,63.6549,108.2799,0.0,Beverages,4.197599493205071,117.532785809742,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0010,East,3,M,Homecare,297.06,234.29,703,12,0,0,0.0,1,0.0,East,3,M,Homecare,297.06,234.29,703,12,3.0893,2.539,7.0,0.95,11.0839,32.7089,54.3339,0.0,Homecare,2.6858535586123296,75.20389964114523,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0009,East,3,M,Homecare,213.23,128.36,585,12,0,0,0.0,1,0.0,East,3,M,Homecare,213.23,128.36,585,12,3.2143,2.6057,7.0,0.95,11.3751,33.8751,56.3751,0.0,Homecare,2.485574358261251,69.59608203131504,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0008,East,3,M,Beverages,488.51,393.32,507,12,0,0,0.0,1,0.0,East,3,M,Beverages,488.51,393.32,507,12,7.7679,4.6475,7.0,0.95,20.2888,74.6638,129.0388,0.0,Beverages,0.9544487832823155,26.724565931904834,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0007,East,3,M,Dairy,349.25,274.51,8,6,0,0,0.0,1,0.0,East,3,M,Dairy,349.25,274.51,8,6,9.8393,5.585,7.0,0.97,27.7797,96.6547,47.2286,0.0,Dairy,10.487179091398366,293.64101455915426,Dairy,0.0,4.8,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0006,East,3,M,Dairy,401.14,325.45,21,24,0,0,0.0,1,0.0,East,3,M,Dairy,401.14,325.45,21,24,9.4286,6.4494,7.0,0.97,32.0794,98.0794,118.8,0.0,Dairy,4.524016813384871,126.6724707747764,Dairy,0.0,12.6,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0005,East,3,M,Beverages,262.43,175.54,373,12,0,0,0.0,1,0.0,East,3,M,Beverages,262.43,175.54,373,12,7.1071,4.3513,7.0,0.95,18.9955,68.7455,118.4955,0.0,Beverages,3.970445755109647,111.17248114307012,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0015,East,3,M,Beverages,267.8,210.4,548,12,0,0,0.0,1,0.0,East,3,M,Beverages,267.8,210.4,548,12,6.5357,4.045,7.0,0.95,17.6586,63.4086,109.1586,0.0,Beverages,3.1045054033320816,86.92615129329829,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0078,East,3,M,Dairy,152.86,91.65,9,12,0,0,0.0,1,0.0,East,3,M,Dairy,152.86,91.65,9,12,9.7679,5.4706,3.0,0.97,17.8135,47.1171,52.7464,0.0,Dairy,7.830685967336467,219.25920708542108,Dairy,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0079,East,3,M,Personalcare,275.32,172.46,624,24,0,0,0.0,1,0.0,East,3,M,Personalcare,275.32,172.46,624,24,3.4643,2.8282,7.0,0.95,12.3465,36.5965,60.8465,0.0,Personalcare,2.3852279776651497,66.7863833746242,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST017,SKU0080,East,3,M,Beverages,274.14,180.06,690,48,0,0,0.0,1,0.0,East,3,M,Beverages,274.14,180.06,690,48,5.8571,3.6353,7.0,0.95,15.87,56.87,97.87,0.0,Beverages,9.808904150007367,274.6493162002063,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0062,South,3,M,Grocery,180.3,130.54,8,48,0,0,0.0,1,0.0,South,3,M,Grocery,180.3,130.54,8,48,12.0714,7.7103,7.0,0.95,33.6594,118.1594,57.9429,0.0,Grocery,10.475827972885966,293.32318324080705,Grocery,0.0,4.8,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0061,South,3,M,Dairy,470.34,372.55,15,6,0,0,0.0,1,0.0,South,3,M,Dairy,470.34,372.55,15,6,10.4286,6.0509,7.0,0.97,30.0971,103.0971,93.8571,0.0,Dairy,3.0868161939794265,86.43085343142394,Dairy,0.0,9.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0060,South,3,M,Grocery,256.15,154.08,11,12,0,0,0.0,1,0.0,South,3,M,Grocery,256.15,154.08,11,12,12.2857,7.1572,7.0,0.95,31.2448,117.2448,81.0857,0.0,Grocery,13.280995803246727,371.86788249090836,Grocery,0.0,6.6,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0059,South,3,M,Personalcare,301.35,195.91,571,12,0,0,0.0,1,0.0,South,3,M,Personalcare,301.35,195.91,571,12,3.3393,2.7121,7.0,0.95,11.8397,35.2147,58.5897,0.0,Personalcare,1.7943017202650011,50.240448167420034,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0058,South,3,M,Snacks,630.86,470.86,217,24,0,0,0.0,1,0.0,South,3,M,Snacks,630.86,470.86,217,24,8.6429,6.2883,7.0,0.94,25.7878,86.2878,146.7878,0.0,Snacks,2.7778130807282926,77.77876626039219,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0057,South,3,M,Beverages,121.62,95.92,648,24,0,0,0.0,1,0.0,South,3,M,Beverages,121.62,95.92,648,24,6.8036,4.1971,7.0,0.95,18.3222,65.9472,113.5722,0.0,Beverages,4.665808800250895,130.64264640702507,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0056,South,3,M,Homecare,137.89,106.84,442,6,0,0,0.0,1,0.0,South,3,M,Homecare,137.89,106.84,442,6,3.3393,2.6442,7.0,0.95,11.5433,34.9183,58.2933,0.0,Homecare,5.08980807906624,142.51462621385474,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0055,South,3,M,Grocery,249.91,142.93,18,12,0,0,0.0,1,0.0,South,3,M,Grocery,249.91,142.93,18,12,12.7321,8.3241,7.0,0.95,36.3388,125.4638,137.5071,0.0,Grocery,9.353843743450852,261.90762481662387,Grocery,0.0,10.799999999999999,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0054,South,3,M,Beverages,455.7,344.54,668,6,0,0,0.0,1,0.0,South,3,M,Beverages,455.7,344.54,668,6,7.3214,4.581,7.0,0.95,19.9984,71.2484,122.4984,0.0,Beverages,5.564776425117258,155.81373990328322,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0053,South,3,M,Dairy,509.51,383.78,18,12,0,0,0.0,1,0.0,South,3,M,Dairy,509.51,383.78,18,12,10.9286,7.6369,7.0,0.97,37.986,114.486,118.0286,0.0,Dairy,4.41106065752937,123.50969841082235,Dairy,0.0,10.799999999999999,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0052,South,3,M,Snacks,82.86,51.11,292,12,0,0,0.0,1,0.0,South,3,M,Snacks,82.86,51.11,292,12,8.0536,5.1148,7.0,0.94,20.9752,77.3502,133.7252,0.0,Snacks,3.571280233161209,99.99584652851385,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0051,South,3,M,Grocery,461.75,300.95,11,12,0,0,0.0,1,0.0,South,3,M,Grocery,461.75,300.95,11,12,13.0536,7.2574,7.0,0.95,31.6821,123.0571,86.1536,0.0,Grocery,7.620245736967556,213.36688063509158,Grocery,0.0,6.6,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0050,South,3,M,Snacks,368.25,240.38,635,24,0,0,0.0,1,0.0,South,3,M,Snacks,368.25,240.38,635,24,7.0893,5.4382,7.0,0.94,22.3015,71.9265,121.5515,0.0,Snacks,7.397016836045977,207.11647140928736,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0049,South,3,M,Beverages,232.94,144.01,656,24,0,0,0.0,1,0.0,South,3,M,Beverages,232.94,144.01,656,24,6.8929,4.8643,7.0,0.95,21.2349,69.4849,117.7349,0.0,Beverages,4.710023215692919,131.88065003940173,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0048,South,3,M,Grocery,294.97,179.33,9,48,0,0,0.0,1,0.0,South,3,M,Grocery,294.97,179.33,9,48,11.4464,7.6156,7.0,0.95,33.2457,113.3707,61.8107,0.0,Grocery,10.455688458326799,292.75927683315035,Grocery,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0047,South,3,M,Dairy,150.26,118.87,9,6,0,0,0.0,1,0.0,South,3,M,Dairy,150.26,118.87,9,6,11.2857,6.4827,7.0,0.97,32.2453,111.2453,60.9429,0.0,Dairy,5.2486841205092345,146.96315537425858,Dairy,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0046,South,3,M,Beverages,306.0,234.69,375,24,0,0,0.0,1,0.0,South,3,M,Beverages,306.0,234.69,375,24,7.0179,4.8034,7.0,0.95,20.9691,70.0941,119.2191,0.0,Beverages,7.608338207052763,213.03346979747738,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0045,South,3,M,Beverages,143.39,82.59,424,24,0,0,0.0,1,0.0,South,3,M,Beverages,143.39,82.59,424,24,6.0,3.9681,7.0,0.95,17.3225,59.3225,101.3225,0.0,Beverages,6.665159296600189,186.6244603048053,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0044,South,3,M,Grocery,249.93,150.77,15,24,0,0,0.0,1,0.0,South,3,M,Grocery,249.93,150.77,15,24,14.4464,7.4977,7.0,0.95,32.7311,133.8561,130.0179,0.0,Grocery,7.143959581418022,200.0308682797046,Grocery,0.0,9.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0043,South,3,M,Personalcare,76.67,58.67,344,24,0,0,0.0,1,0.0,South,3,M,Personalcare,76.67,58.67,344,24,4.1786,2.8355,7.0,0.95,12.3785,41.6285,70.8785,0.0,Personalcare,4.193928181840154,117.42998909152432,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0042,South,3,M,Snacks,140.01,100.69,248,12,0,0,0.0,1,0.0,South,3,M,Snacks,140.01,100.69,248,12,7.2857,5.0909,7.0,0.94,20.8772,71.8772,122.8772,0.0,Snacks,8.879889463789365,248.63690498610222,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0063,South,3,M,Personalcare,415.87,323.39,227,12,0,0,0.0,1,0.0,South,3,M,Personalcare,415.87,323.39,227,12,4.25,2.7519,7.0,0.95,12.0132,41.7632,71.5132,0.0,Personalcare,3.1006560740565945,86.81837007358465,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0064,South,3,M,Personalcare,275.48,165.23,651,24,0,0,0.0,1,0.0,South,3,M,Personalcare,275.48,165.23,651,24,3.5,3.5471,7.0,0.95,15.4848,39.9848,64.4848,0.0,Personalcare,2.0021717247890742,56.06080829409408,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0065,South,3,M,Personalcare,562.0,376.59,259,12,0,0,0.0,1,0.0,South,3,M,Personalcare,562.0,376.59,259,12,3.8393,3.3236,7.0,0.95,14.5092,41.3842,68.2592,0.0,Personalcare,4.464038585376173,124.99308039053284,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0066,South,3,M,Snacks,172.56,134.25,413,12,0,0,0.0,1,0.0,South,3,M,Snacks,172.56,134.25,413,12,8.4107,4.9572,7.0,0.94,20.329,79.204,138.079,0.0,Snacks,7.47693481490824,209.35417481743073,Snacks,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST010,SKU0001,North,1,S,Personalcare,392.55,269.72,510,12,0,0,0.0,1,0.0,North,1,S,Personalcare,392.55,269.72,510,12,3.3036,2.9414,7.0,0.95,12.8405,35.9655,59.0905,0.0,Personalcare,0.183482185139407,5.137501183903396,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0087,South,3,M,Homecare,444.35,280.58,357,24,0,0,0.0,1,0.0,South,3,M,Homecare,444.35,280.58,357,24,3.4821,2.0537,7.0,0.95,8.9656,33.3406,57.7156,0.0,Homecare,3.225990093990249,90.32772263172697,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0086,South,3,M,Personalcare,260.86,193.32,339,24,0,0,0.0,1,0.0,South,3,M,Personalcare,260.86,193.32,339,24,3.7679,2.7765,7.0,0.95,12.1206,38.4956,64.8706,0.0,Personalcare,1.6660665139360906,46.64986239021054,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0085,South,3,M,Grocery,128.53,101.26,8,24,0,0,0.0,1,0.0,South,3,M,Grocery,128.53,101.26,8,24,11.9464,6.3773,7.0,0.95,27.84,111.465,57.3429,0.0,Grocery,7.400336350203451,207.20941780569663,Grocery,0.0,4.8,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0084,South,3,M,Homecare,347.33,247.3,711,6,0,0,0.0,1,0.0,South,3,M,Homecare,347.33,247.3,711,6,3.2321,2.1574,7.0,0.95,9.418,32.043,54.668,0.0,Homecare,2.1018525649103066,58.85187181748858,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0083,South,3,M,Homecare,225.32,154.19,474,6,0,0,0.0,1,0.0,South,3,M,Homecare,225.32,154.19,474,6,3.2679,2.9817,7.0,0.95,13.0166,35.8916,58.7666,0.0,Homecare,3.495355728752092,97.86996040505858,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0082,South,3,M,Grocery,83.87,51.35,17,6,0,0,0.0,1,0.0,South,3,M,Grocery,83.87,51.35,17,6,11.7679,7.9704,7.0,0.95,34.7946,117.1696,120.0321,0.0,Grocery,13.331308687697753,373.27664325553707,Grocery,0.0,10.2,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0081,South,3,M,Personalcare,338.86,198.84,363,48,0,0,0.0,1,0.0,South,3,M,Personalcare,338.86,198.84,363,48,3.3929,2.6263,7.0,0.95,11.465,35.215,58.965,0.0,Personalcare,2.22881318697395,62.406769235270595,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0080,South,3,M,Beverages,274.14,180.06,690,48,0,0,0.0,1,0.0,South,3,M,Beverages,274.14,180.06,690,48,6.5536,5.0773,7.0,0.95,22.1649,68.0399,113.9149,0.0,Beverages,10.480181143881415,293.44507202867965,Beverages,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0079,South,3,M,Personalcare,275.32,172.46,624,24,0,0,0.0,1,0.0,South,3,M,Personalcare,275.32,172.46,624,24,3.3393,2.5246,7.0,0.95,11.0212,34.3962,57.7712,0.0,Personalcare,2.6162384715570295,73.25467720359683,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0041,South,3,M,Personalcare,553.6,312.06,492,12,0,0,0.0,1,0.0,South,3,M,Personalcare,553.6,312.06,492,12,3.5179,2.8856,7.0,0.95,12.5973,37.2223,61.8473,0.0,Personalcare,3.027473103394267,84.76924689503947,Personalcare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0078,South,3,M,Dairy,152.86,91.65,9,12,0,0,0.0,1,0.0,South,3,M,Dairy,152.86,91.65,9,12,10.6786,6.8413,7.0,0.97,34.0289,108.7789,57.6643,0.0,Dairy,4.427262458794712,123.96334884625193,Dairy,0.0,5.3999999999999995,Stockout Risk,Replenish / expedite / transfer in
2026-01-30,ST018,SKU0076,South,3,M,Homecare,219.6,134.25,457,6,0,0,0.0,1,0.0,South,3,M,Homecare,219.6,134.25,457,6,3.7143,3.1143,7.0,0.95,13.5953,39.5953,65.5953,0.0,Homecare,3.665082192665722,102.62230139464022,Homecare,0.0,30.0,Stockout Risk,Replenish / expedite / transfer in
