store_id,sku_id,inventory_date,region,city_tier,store_size,category,price,cost,avg_daily_demand,demand_std_dev,lead_time_days,service_level_target,z_value,safety_stock_calc,reorder_point_calc,target_days_of_cover,order_up_to_level,current_on_hand,days_of_cover_current,moq_units,shelf_life_days,max_storage_units,remaining_storage_capacity,should_reorder,recommended_order_qty_raw,recommended_order_qty,recommended_action,constraint_notes,recommended_order_cost_value,recommended_order_sales_value
ST005,SKU0085,2026-01-30,West,2,S,Grocery,128.53,101.26,8.6786,5.0994,7.0,0.95,1.65,22.261377988810576,83.01157798881057,14,143.76177798881056,0.0,0.0,24,8,1000,1000.0,True,143.76177798881056,42.0,Raise PO,Shelf-life cap applied,4252.92,5398.26
ST005,SKU0086,2026-01-30,West,2,S,Personalcare,260.86,193.32,2.9643,2.0623,7.0,0.95,1.65,9.002949332534033,29.753049332534033,14,50.503149332534036,0.0,0.0,24,339,1000,1000.0,True,50.503149332534036,51.0,Raise PO,No constraint triggered,9859.32,13303.86
ST005,SKU0087,2026-01-30,West,2,S,Homecare,444.35,280.58,2.7857,2.2621,7.0,0.95,1.65,9.875174167252698,29.3750741672527,14,48.8749741672527,0.0,0.0,24,357,1000,1000.0,True,48.8749741672527,49.0,Raise PO,No constraint triggered,13748.42,21773.15
ST005,SKU0088,2026-01-30,West,2,S,Dairy,197.58,157.72,8.625,5.581,7.0,0.97,1.88,27.759963566056786,88.13496356605678,5,70.88496356605678,0.0,0.0,12,19,1000,1000.0,True,70.88496356605678,71.0,Raise PO,No constraint triggered,11198.12,14028.18
ST005,SKU0089,2026-01-30,West,2,S,Beverages,378.75,224.18,6.5179,4.2211,7.0,0.95,1.65,18.427168417572325,64.05246841757233,18,135.74936841757233,0.0,0.0,6,338,1000,1000.0,True,135.74936841757233,136.0,Raise PO,No constraint triggered,30488.48,51510.0
ST005,SKU0090,2026-01-30,West,2,S,Beverages,94.33,66.54,6.0357,3.7802,7.0,0.95,1.65,16.5024240250425,58.752324025042505,18,125.1450240250425,0.0,0.0,12,416,1000,1000.0,True,125.1450240250425,126.0,Raise PO,No constraint triggered,8384.04,11885.58
ST006,SKU0001,2026-01-30,South,2,M,Personalcare,392.55,269.72,4.2143,3.1084,7.0,0.95,1.65,13.569688069266736,43.069788069266735,14,72.56988806926672,0.0,0.0,12,510,1000,1000.0,True,72.56988806926672,73.0,Raise PO,No constraint triggered,19689.56,28656.15
ST006,SKU0002,2026-01-30,South,2,M,Homecare,372.13,210.62,3.5714,2.7493,7.0,0.95,1.65,12.0020407311913,37.0018407311913,14,62.0016407311913,0.0,0.0,12,536,1000,1000.0,True,62.0016407311913,63.0,Raise PO,No constraint triggered,13269.06,23444.19
ST006,SKU0003,2026-01-30,South,2,M,Snacks,220.56,169.92,9.2321,6.957,7.0,0.94,1.55,28.530062400168354,93.15476240016835,21,222.4041624001684,0.0,0.0,48,396,1000,1000.0,True,222.4041624001684,223.0,Raise PO,No constraint triggered,37892.159999999996,49184.88
ST006,SKU0004,2026-01-30,South,2,M,Snacks,539.79,385.07,8.75,5.6993,7.0,0.94,1.55,23.372342193083156,84.62234219308316,21,207.12234219308317,0.0,0.0,24,420,1000,1000.0,True,207.12234219308317,208.0,Raise PO,No constraint triggered,80094.56,112276.31999999999
ST006,SKU0005,2026-01-30,South,2,M,Beverages,262.43,175.54,7.0179,4.7078,7.0,0.95,1.65,20.551852236679302,69.6771522366793,18,146.8740522366793,0.0,0.0,12,373,1000,1000.0,True,146.8740522366793,147.0,Raise PO,No constraint triggered,25804.379999999997,38577.21
ST006,SKU0006,2026-01-30,South,2,M,Dairy,401.14,325.45,11.7321,8.2318,7.0,0.97,1.88,40.94507580775242,123.06977580775242,5,99.60557580775242,0.0,0.0,24,21,1000,1000.0,True,99.60557580775242,100.0,Raise PO,No constraint triggered,32545.0,40114.0
ST006,SKU0007,2026-01-30,South,2,M,Dairy,349.25,274.51,12.0714,7.9174,7.0,0.97,1.88,39.38124628881884,123.88104628881885,5,99.73824628881884,0.0,0.0,6,8,1000,1000.0,True,99.73824628881884,58.0,Raise PO,Shelf-life cap applied,15921.58,20256.5
ST006,SKU0008,2026-01-30,South,2,M,Beverages,488.51,393.32,7.9643,6.3902,7.0,0.95,1.65,27.896352046142162,83.64645204614216,18,171.25375204614215,0.0,0.0,12,507,1000,1000.0,True,171.25375204614215,172.0,Raise PO,No constraint triggered,67651.04,84023.72
ST006,SKU0009,2026-01-30,South,2,M,Homecare,213.23,128.36,3.5536,2.6963,7.0,0.95,1.65,11.7706697790387,36.6458697790387,14,61.5210697790387,0.0,0.0,12,585,1000,1000.0,True,61.5210697790387,62.0,Raise PO,No constraint triggered,7958.320000000001,13220.26
ST006,SKU0010,2026-01-30,South,2,M,Homecare,297.06,234.29,3.9821,3.3817,7.0,0.95,1.65,14.762776394234757,42.63747639423476,14,70.51217639423476,0.0,0.0,12,703,1000,1000.0,True,70.51217639423476,71.0,Raise PO,No constraint triggered,16634.59,21091.26
ST006,SKU0011,2026-01-30,South,2,M,Beverages,243.15,160.71,7.2679,5.0686,7.0,0.95,1.65,22.126920907182274,73.00222090718228,18,152.94912090718228,0.0,0.0,6,295,1000,1000.0,True,152.94912090718228,153.0,Raise PO,No constraint triggered,24588.63,37201.950000000004
ST006,SKU0012,2026-01-30,South,2,M,Dairy,241.46,163.3,11.9286,8.0473,7.0,0.97,1.88,40.02737050799655,123.52757050799654,5,99.67037050799655,0.0,0.0,12,18,1000,1000.0,True,99.67037050799655,100.0,Raise PO,No constraint triggered,16330.000000000002,24146.0
ST006,SKU0013,2026-01-30,South,2,M,Beverages,243.97,135.84,7.8036,5.1041,7.0,0.95,1.65,22.28189579022788,76.90709579022788,18,162.74669579022788,0.0,0.0,6,569,1000,1000.0,True,162.74669579022788,163.0,Raise PO,No constraint triggered,22141.920000000002,39767.11
ST006,SKU0014,2026-01-30,South,2,M,Snacks,96.69,78.43,8.5357,6.6468,7.0,0.94,1.55,27.25795871229539,87.00785871229539,21,206.5076587122954,0.0,0.0,12,238,1000,1000.0,True,206.5076587122954,207.0,Raise PO,No constraint triggered,16235.010000000002,20014.829999999998
ST006,SKU0015,2026-01-30,South,2,M,Beverages,267.8,210.4,8.2143,5.1371,7.0,0.95,1.65,22.42595694911535,79.92605694911535,18,170.28335694911533,0.0,0.0,12,548,1000,1000.0,True,170.28335694911533,171.0,Raise PO,No constraint triggered,35978.4,45793.8
ST006,SKU0016,2026-01-30,South,2,M,Snacks,273.96,176.97,8.8393,5.9506,7.0,0.94,1.55,24.40290201501248,86.27800201501248,21,210.02820201501245,0.0,0.0,24,667,1000,1000.0,True,210.02820201501245,211.0,Raise PO,No constraint triggered,37340.67,57805.56
ST006,SKU0017,2026-01-30,South,2,M,Beverages,360.09,212.74,8.9107,5.2476,7.0,0.95,1.65,22.9083435569052,85.2832435569052,18,183.30094355690522,0.0,0.0,6,402,1000,1000.0,True,183.30094355690522,184.0,Raise PO,No constraint triggered,39144.16,66256.56
ST006,SKU0018,2026-01-30,South,2,M,Homecare,249.49,191.82,3.6607,2.3377,7.0,0.95,1.65,10.205205185794894,35.83010518579489,14,61.455005185794896,0.0,0.0,12,527,1000,1000.0,True,61.455005185794896,62.0,Raise PO,No constraint triggered,11892.84,15468.380000000001
ST006,SKU0019,2026-01-30,South,2,M,Grocery,417.65,231.32,16.0357,8.6738,7.0,0.95,1.65,37.86538424115488,150.11528424115488,14,262.36518424115485,0.0,0.0,24,19,1000,1000.0,True,262.36518424115485,183.0,Raise PO,Shelf-life cap applied,42331.56,76429.95
ST006,SKU0020,2026-01-30,South,2,M,Beverages,229.24,171.01,6.8571,4.9522,7.0,0.95,1.65,21.618777910379208,69.6184779103792,18,145.0465779103792,0.0,0.0,6,304,1000,1000.0,True,145.0465779103792,146.0,Raise PO,No constraint triggered,24967.46,33469.04
ST006,SKU0021,2026-01-30,South,2,M,Dairy,75.89,45.42,10.3036,8.027,7.0,0.97,1.88,39.926398054961076,112.05159805496106,5,91.44439805496108,0.0,0.0,48,12,1000,1000.0,True,91.44439805496108,75.0,Raise PO,Shelf-life cap applied,3406.5,5691.75
ST006,SKU0022,2026-01-30,South,2,M,Snacks,153.7,98.65,8.6607,5.788,7.0,0.94,1.55,23.736093312084872,84.36099331208487,21,205.6107933120849,0.0,0.0,48,254,1000,1000.0,True,205.6107933120849,206.0,Raise PO,No constraint triggered,20321.9,31662.199999999997
ST006,SKU0023,2026-01-30,South,2,M,Dairy,486.4,396.27,10.3929,6.5134,7.0,0.97,1.88,32.39773278823763,105.14803278823763,5,84.36223278823763,0.0,0.0,12,9,1000,1000.0,True,84.36223278823763,57.0,Raise PO,Shelf-life cap applied,22587.39,27724.8
ST006,SKU0024,2026-01-30,South,2,M,Beverages,224.1,168.2,8.9286,6.0117,7.0,0.95,1.65,26.24401420859955,88.74421420859954,18,186.95881420859953,0.0,0.0,12,491,1000,1000.0,True,186.95881420859953,187.0,Raise PO,No constraint triggered,31453.399999999998,41906.7
ST006,SKU0025,2026-01-30,South,2,M,Beverages,237.9,157.29,7.5536,5.7237,7.0,0.95,1.65,24.98675318558165,77.86195318558165,18,160.95155318558164,0.0,0.0,6,565,1000,1000.0,True,160.95155318558164,161.0,Raise PO,No constraint triggered,25323.69,38301.9
ST006,SKU0026,2026-01-30,South,2,M,Homecare,488.52,337.21,3.2679,3.2557,7.0,0.95,1.65,14.21272469666443,37.088024696664434,14,59.96332469666443,0.0,0.0,12,472,1000,1000.0,True,59.96332469666443,60.0,Raise PO,No constraint triggered,20232.6,29311.199999999997
ST006,SKU0027,2026-01-30,South,2,M,Homecare,167.01,122.36,2.875,2.2162,7.0,0.95,1.65,9.67479819170922,29.799798191709222,14,49.92479819170922,0.0,0.0,24,347,1000,1000.0,True,49.92479819170922,50.0,Raise PO,No constraint triggered,6118.0,8350.5
ST006,SKU0028,2026-01-30,South,2,M,Personalcare,545.36,348.93,3.9464,2.6106,7.0,0.95,1.65,11.396547314897612,39.02134731489761,14,66.64614731489762,0.0,0.0,6,514,1000,1000.0,True,66.64614731489762,67.0,Raise PO,No constraint triggered,23378.31,36539.12
ST006,SKU0029,2026-01-30,South,2,M,Snacks,157.0,95.38,8.75,6.3368,7.0,0.94,1.55,25.986675207328854,87.23667520732886,21,209.73667520732886,0.0,0.0,24,341,1000,1000.0,True,209.73667520732886,210.0,Raise PO,No constraint triggered,20029.8,32970.0
ST006,SKU0030,2026-01-30,South,2,M,Homecare,294.57,200.13,3.625,2.4831,7.0,0.95,1.65,10.8399473828324,36.2149473828324,14,61.5899473828324,0.0,0.0,24,273,1000,1000.0,True,61.5899473828324,62.0,Raise PO,No constraint triggered,12408.06,18263.34
ST006,SKU0031,2026-01-30,South,2,M,Beverages,172.84,139.93,7.7143,5.2699,7.0,0.95,1.65,23.005693976395822,77.00579397639582,18,161.86309397639582,0.0,0.0,24,587,1000,1000.0,True,161.86309397639582,162.0,Raise PO,No constraint triggered,22668.66,28000.08
ST006,SKU0032,2026-01-30,South,2,M,Snacks,254.5,152.61,9.2679,5.7635,7.0,0.94,1.55,23.63562090604719,88.51092090604719,21,218.26152090604717,0.0,0.0,12,576,1000,1000.0,True,218.26152090604717,219.0,Raise PO,No constraint triggered,33421.590000000004,55735.5
ST006,SKU0033,2026-01-30,South,2,M,Grocery,226.2,174.2,12.9643,10.6719,7.0,0.95,1.65,46.58806913730784,137.33816913730783,14,228.08826913730786,0.0,0.0,6,20,1000,1000.0,True,228.08826913730786,156.0,Raise PO,Shelf-life cap applied,27175.199999999997,35287.2
ST006,SKU0034,2026-01-30,South,2,M,Personalcare,185.14,141.92,3.9821,2.7928,7.0,0.95,1.65,12.191939531542962,40.06663953154296,14,67.94133953154297,0.0,0.0,12,580,1000,1000.0,True,67.94133953154297,68.0,Raise PO,No constraint triggered,9650.56,12589.519999999999
ST006,SKU0035,2026-01-30,South,2,M,Homecare,185.05,104.11,3.9464,3.4188,7.0,0.95,1.65,14.924736060741578,42.54953606074158,14,70.17433606074158,0.0,0.0,6,271,1000,1000.0,True,70.17433606074158,71.0,Raise PO,No constraint triggered,7391.81,13138.550000000001
ST006,SKU0036,2026-01-30,South,2,M,Grocery,247.7,152.86,14.3571,9.1977,7.0,0.95,1.65,40.15246427573499,140.652164275735,14,241.151864275735,0.0,0.0,12,21,1000,1000.0,True,241.151864275735,181.0,Raise PO,Shelf-life cap applied,27667.660000000003,44833.7
ST006,SKU0037,2026-01-30,South,2,M,Dairy,179.47,127.32,11.4286,6.5695,7.0,0.97,1.88,32.676774887513,112.67697488751298,5,89.819774887513,0.0,0.0,24,8,1000,1000.0,True,89.819774887513,55.0,Raise PO,Shelf-life cap applied,7002.599999999999,9870.85
ST006,SKU0038,2026-01-30,South,2,M,Grocery,226.47,143.55,13.1607,7.3751,1.0,0.95,1.65,12.168914999999998,25.329614999999997,14,196.418715,0.0,0.0,12,15,1000,1000.0,True,196.418715,119.0,Raise PO,Shelf-life cap applied,17082.45,26949.93
ST006,SKU0039,2026-01-30,South,2,M,Homecare,406.17,295.56,4.1786,2.9487,7.0,0.95,1.65,12.872519370044662,42.12271937004466,14,71.37291937004467,0.0,0.0,6,296,1000,1000.0,True,71.37291937004467,72.0,Raise PO,No constraint triggered,21280.32,29244.24
ST006,SKU0040,2026-01-30,South,2,M,Beverages,393.05,220.39,7.7857,6.0082,7.0,0.95,1.65,26.22873499477815,80.72863499477816,18,166.37133499477818,0.0,0.0,48,307,1000,1000.0,True,166.37133499477818,167.0,Raise PO,No constraint triggered,36805.13,65639.35
ST006,SKU0041,2026-01-30,South,2,M,Personalcare,553.6,312.06,3.125,2.4648,7.0,0.95,1.65,10.760058921994805,32.635058921994805,14,54.510058921994805,0.0,0.0,12,492,1000,1000.0,True,54.510058921994805,55.0,Raise PO,No constraint triggered,17163.3,30448.0
ST006,SKU0042,2026-01-30,South,2,M,Snacks,140.01,100.69,8.9286,6.4916,7.0,0.94,1.55,26.62149677690569,89.12169677690568,21,214.1220967769057,0.0,0.0,12,248,1000,1000.0,True,214.1220967769057,215.0,Raise PO,No constraint triggered,21648.35,30102.149999999998
ST006,SKU0043,2026-01-30,South,2,M,Personalcare,76.67,58.67,4.0,3.1966,7.0,0.95,1.65,13.954724257565966,41.954724257565964,14,69.95472425756597,0.0,0.0,24,344,1000,1000.0,True,69.95472425756597,70.0,Raise PO,No constraint triggered,4106.900000000001,5366.900000000001
ST006,SKU0044,2026-01-30,South,2,M,Grocery,249.93,150.77,15.25,10.6792,7.0,0.95,1.65,46.61993721184961,153.36993721184962,14,260.1199372118496,0.0,0.0,24,15,1000,1000.0,True,260.1199372118496,138.0,Raise PO,Shelf-life cap applied,20806.260000000002,34490.340000000004
ST006,SKU0045,2026-01-30,South,2,M,Beverages,143.39,82.59,8.2679,5.5645,7.0,0.95,1.65,24.29176723119121,82.1670672311912,18,173.1139672311912,0.0,0.0,24,424,1000,1000.0,True,173.1139672311912,174.0,Raise PO,No constraint triggered,14370.66,24949.859999999997
ST006,SKU0046,2026-01-30,South,2,M,Beverages,306.0,234.69,8.3393,5.6577,7.0,0.95,1.65,24.698630867806724,83.07373086780672,18,174.8060308678067,0.0,0.0,24,375,1000,1000.0,True,174.8060308678067,175.0,Raise PO,No constraint triggered,41070.75,53550.0
ST006,SKU0047,2026-01-30,South,2,M,Dairy,150.26,118.87,11.0,6.4159,7.0,0.97,1.88,31.912766572919494,108.9127665729195,5,86.9127665729195,0.0,0.0,6,9,1000,1000.0,True,86.9127665729195,60.0,Raise PO,Shelf-life cap applied,7132.200000000001,9015.599999999999
ST006,SKU0048,2026-01-30,South,2,M,Grocery,294.97,179.33,13.7321,9.2746,7.0,0.95,1.65,40.488170430839425,136.61287043083942,14,232.73757043083944,0.0,0.0,48,9,1000,1000.0,True,232.73757043083944,75.0,Raise PO,Shelf-life cap applied,13449.750000000002,22122.750000000004
ST006,SKU0049,2026-01-30,South,2,M,Beverages,232.94,144.01,8.3571,5.9189,7.0,0.95,1.65,25.838896767849334,84.33859676784934,18,176.26669676784934,0.0,0.0,24,656,1000,1000.0,True,176.26669676784934,177.0,Raise PO,No constraint triggered,25489.769999999997,41230.38
ST006,SKU0050,2026-01-30,South,2,M,Snacks,368.25,240.38,8.625,4.927,4.0,0.94,1.55,15.2737,49.7737,21,196.3987,0.0,0.0,24,635,1000,1000.0,True,196.3987,197.0,Raise PO,No constraint triggered,47354.86,72545.25
ST006,SKU0051,2026-01-30,South,2,M,Grocery,461.75,300.95,12.9821,9.5241,7.0,0.95,1.65,41.577360101821945,132.45206010182196,14,223.32676010182195,0.0,0.0,12,11,1000,1000.0,True,223.32676010182195,86.0,Raise PO,Shelf-life cap applied,25881.7,39710.5
ST006,SKU0052,2026-01-30,South,2,M,Snacks,82.86,51.11,9.0,5.6019,7.0,0.94,1.55,22.972913117651732,85.97291311765173,21,211.97291311765173,0.0,0.0,12,292,1000,1000.0,True,211.97291311765173,212.0,Raise PO,No constraint triggered,10835.32,17566.32
ST006,SKU0053,2026-01-30,South,2,M,Dairy,509.51,383.78,11.9464,7.5689,7.0,0.97,1.88,37.64780294483555,121.27260294483555,5,97.37980294483555,0.0,0.0,12,18,1000,1000.0,True,97.37980294483555,98.0,Raise PO,No constraint triggered,37610.439999999995,49931.979999999996
ST006,SKU0054,2026-01-30,South,2,M,Beverages,455.7,344.54,7.5893,3.7889,7.0,0.95,1.65,16.540403785112833,69.66550378511283,18,153.1478037851128,0.0,0.0,6,668,1000,1000.0,True,153.1478037851128,154.0,Raise PO,No constraint triggered,53059.16,70177.8
ST006,SKU0055,2026-01-30,South,2,M,Grocery,249.91,142.93,13.6964,6.5225,7.0,0.95,1.65,28.473906328591006,124.34870632859102,14,220.22350632859101,0.0,0.0,12,18,1000,1000.0,True,220.22350632859101,148.0,Raise PO,Shelf-life cap applied,21153.64,36986.68
ST006,SKU0056,2026-01-30,South,2,M,Homecare,137.89,106.84,3.875,3.0811,7.0,0.95,1.65,13.450510201459833,40.575510201459835,14,67.70051020145984,0.0,0.0,6,442,1000,1000.0,True,67.70051020145984,68.0,Raise PO,No constraint triggered,7265.12,9376.519999999999
ST006,SKU0057,2026-01-30,South,2,M,Beverages,121.62,95.92,7.9107,5.6866,7.0,0.95,1.65,24.824793519074838,80.19969351907484,18,167.21739351907485,0.0,0.0,24,648,1000,1000.0,True,167.21739351907485,168.0,Raise PO,No constraint triggered,16114.56,20432.16
ST006,SKU0058,2026-01-30,South,2,M,Snacks,630.86,470.86,8.6429,5.0215,7.0,0.94,1.55,20.592742323191803,81.0930423231918,21,202.09364232319177,0.0,0.0,24,217,1000,1000.0,True,202.09364232319177,203.0,Raise PO,No constraint triggered,95584.58,128064.58
ST006,SKU0059,2026-01-30,South,2,M,Personalcare,301.35,195.91,3.7321,2.7068,7.0,0.95,1.65,11.816507420502896,37.9412074205029,14,64.0659074205029,0.0,0.0,12,571,1000,1000.0,True,64.0659074205029,65.0,Raise PO,No constraint triggered,12734.15,19587.75
ST006,SKU0060,2026-01-30,South,2,M,Grocery,256.15,154.08,12.9821,8.7292,7.0,0.95,1.65,38.1072323684993,128.98193236849932,14,219.8566323684993,0.0,0.0,12,11,1000,1000.0,True,219.8566323684993,86.0,Raise PO,Shelf-life cap applied,13250.880000000001,22028.899999999998
ST006,SKU0061,2026-01-30,South,2,M,Dairy,470.34,372.55,11.2143,7.8479,7.0,0.97,1.88,39.035552422515146,117.53565242251514,5,95.10705242251515,0.0,0.0,6,15,1000,1000.0,True,95.10705242251515,96.0,Raise PO,No constraint triggered,35764.8,45152.64
ST006,SKU0062,2026-01-30,South,2,M,Grocery,180.3,130.54,12.3393,6.5151,7.0,0.95,1.65,28.44160170508291,114.81670170508292,14,201.19180170508292,0.0,0.0,48,8,1000,1000.0,True,201.19180170508292,60.0,Raise PO,Shelf-life cap applied,7832.4,10818.0
ST006,SKU0063,2026-01-30,South,2,M,Personalcare,415.87,323.39,4.8214,3.0755,7.0,0.95,1.65,13.426063459345594,47.17586345934559,14,80.9256634593456,0.0,0.0,12,227,1000,1000.0,True,80.9256634593456,81.0,Raise PO,No constraint triggered,26194.59,33685.47
ST006,SKU0064,2026-01-30,South,2,M,Personalcare,275.48,165.23,3.5,2.1574,5.0,0.95,1.65,7.959753540185776,25.459753540185776,14,56.95975354018577,0.0,0.0,24,651,1000,1000.0,True,56.95975354018577,57.0,Raise PO,No constraint triggered,9418.109999999999,15702.36
ST006,SKU0065,2026-01-30,South,2,M,Personalcare,562.0,376.59,3.7857,2.5278,6.0,0.95,1.65,10.216503283482073,32.930703283482075,14,63.21630328348208,0.0,0.0,12,259,1000,1000.0,True,63.21630328348208,64.0,Raise PO,No constraint triggered,24101.76,35968.0
ST006,SKU0066,2026-01-30,South,2,M,Snacks,172.56,134.25,8.5893,5.3045,7.0,0.94,1.55,21.753301135790288,81.87840113579028,21,202.12860113579026,0.0,0.0,12,413,1000,1000.0,True,202.12860113579026,203.0,Raise PO,No constraint triggered,27252.75,35029.68
ST006,SKU0067,2026-01-30,South,2,M,Beverages,202.27,150.66,7.6071,3.7884,7.0,0.95,1.65,16.538221040281208,69.7879210402812,18,153.4660210402812,0.0,0.0,24,595,1000,1000.0,True,153.4660210402812,154.0,Raise PO,No constraint triggered,23201.64,31149.58
ST006,SKU0068,2026-01-30,South,2,M,Snacks,197.18,129.08,9.1429,6.9894,7.0,0.94,1.55,28.66293203101002,92.66323203101001,21,220.66383203101,0.0,0.0,24,608,1000,1000.0,True,220.66383203101,221.0,Raise PO,No constraint triggered,28526.680000000004,43576.78
ST006,SKU0069,2026-01-30,South,2,M,Grocery,101.88,60.1,12.1071,7.2229,7.0,0.95,1.65,31.531495288735915,116.28119528873592,14,201.03089528873593,0.0,0.0,24,12,1000,1000.0,True,201.03089528873593,88.0,Raise PO,Shelf-life cap applied,5288.8,8965.439999999999
ST006,SKU0070,2026-01-30,South,2,M,Personalcare,160.16,93.42,4.5357,3.6079,7.0,0.95,1.65,15.750250156063396,47.5001501560634,14,79.25005015606341,0.0,0.0,48,414,1000,1000.0,True,79.25005015606341,80.0,Raise PO,No constraint triggered,7473.6,12812.8
ST006,SKU0071,2026-01-30,South,2,M,Grocery,205.93,145.23,14.1429,7.9645,7.0,0.95,1.65,34.76894242300699,133.76924242300697,14,232.76954242300698,0.0,0.0,24,21,1000,1000.0,True,232.76954242300698,179.0,Raise PO,Shelf-life cap applied,25996.17,36861.47
ST006,SKU0072,2026-01-30,South,2,M,Snacks,141.67,112.9,9.8571,6.0315,7.0,0.94,1.55,24.734666000663427,93.73436600066343,21,231.73376600066345,0.0,0.0,24,585,1000,1000.0,True,231.73376600066345,232.0,Raise PO,No constraint triggered,26192.800000000003,32867.439999999995
ST006,SKU0073,2026-01-30,South,2,M,Dairy,218.86,148.35,9.8393,5.7359,7.0,0.97,1.88,28.53043809685452,97.40553809685453,5,77.72693809685452,0.0,0.0,12,9,1000,1000.0,True,77.72693809685452,54.0,Raise PO,Shelf-life cap applied,8010.9,11818.44
ST006,SKU0074,2026-01-30,South,2,M,Grocery,133.11,99.08,13.7321,8.6518,7.0,0.95,1.65,37.76934346856323,133.89404346856324,14,230.01874346856323,0.0,0.0,6,10,1000,1000.0,True,230.01874346856323,83.0,Raise PO,Shelf-life cap applied,8223.64,11048.130000000001
ST006,SKU0075,2026-01-30,South,2,M,Snacks,565.89,447.02,9.6429,6.7512,5.0,0.94,1.55,23.399020301029697,71.6135203010297,21,225.89992030102968,0.0,0.0,6,316,1000,1000.0,True,225.89992030102968,226.0,Raise PO,No constraint triggered,101026.51999999999,127891.14
ST006,SKU0076,2026-01-30,South,2,M,Homecare,219.6,134.25,3.6607,2.1849,7.0,0.95,1.65,9.538158365249288,35.163058365249285,14,60.78795836524929,0.0,0.0,6,457,1000,1000.0,True,60.78795836524929,61.0,Raise PO,No constraint triggered,8189.25,13395.6
ST006,SKU0077,2026-01-30,South,2,M,Grocery,250.37,146.03,11.7321,7.6193,7.0,0.95,1.65,33.26197539125082,115.38667539125083,14,197.51137539125082,0.0,0.0,48,9,1000,1000.0,True,197.51137539125082,64.0,Raise PO,Shelf-life cap applied,9345.92,16023.68
ST006,SKU0078,2026-01-30,South,2,M,Dairy,152.86,91.65,12.5,7.415,7.0,0.97,1.88,36.882302426502605,124.3823024265026,5,99.3823024265026,0.0,0.0,12,9,1000,1000.0,True,99.3823024265026,68.0,Raise PO,Shelf-life cap applied,6232.200000000001,10394.480000000001
ST006,SKU0079,2026-01-30,South,2,M,Personalcare,275.32,172.46,3.8036,3.3052,7.0,0.95,1.65,14.42881643499563,41.05401643499563,14,67.67921643499562,0.0,0.0,24,624,1000,1000.0,True,67.67921643499562,68.0,Raise PO,No constraint triggered,11727.28,18721.76
ST006,SKU0080,2026-01-30,South,2,M,Beverages,274.14,180.06,8.1964,5.6195,7.0,0.95,1.65,24.531869162670322,81.90666916267033,18,172.06706916267032,0.0,0.0,48,690,1000,1000.0,True,172.06706916267032,173.0,Raise PO,No constraint triggered,31150.38,47426.22
ST006,SKU0081,2026-01-30,South,2,M,Personalcare,338.86,198.84,4.0,3.1738,7.0,0.95,1.65,13.855191093243716,41.85519109324372,14,69.85519109324372,0.0,0.0,48,363,1000,1000.0,True,69.85519109324372,70.0,Raise PO,No constraint triggered,13918.800000000001,23720.2
ST006,SKU0082,2026-01-30,South,2,M,Grocery,83.87,51.35,13.0893,7.1739,7.0,0.95,1.65,31.31758629523634,122.94268629523634,14,214.56778629523635,0.0,0.0,6,17,1000,1000.0,True,214.56778629523635,134.0,Raise PO,Shelf-life cap applied,6880.900000000001,11238.58
ST006,SKU0083,2026-01-30,South,2,M,Homecare,225.32,154.19,3.375,2.6462,7.0,0.95,1.65,11.551958746909547,35.17695874690955,14,58.80195874690955,0.0,0.0,6,474,1000,1000.0,True,58.80195874690955,59.0,Raise PO,No constraint triggered,9097.21,13293.88
ST006,SKU0084,2026-01-30,South,2,M,Homecare,347.33,247.3,3.1607,2.9895,7.0,0.95,1.65,13.05063134830553,35.175531348305526,14,57.30043134830553,0.0,0.0,6,711,1000,1000.0,True,57.30043134830553,58.0,Raise PO,No constraint triggered,14343.400000000001,20145.14
ST006,SKU0085,2026-01-30,South,2,M,Grocery,128.53,101.26,15.1071,9.8122,7.0,0.95,1.65,42.83505767380616,148.58475767380617,14,254.33445767380618,0.0,0.0,24,8,1000,1000.0,True,254.33445767380618,73.0,Raise PO,Shelf-life cap applied,7391.9800000000005,9382.69
ST006,SKU0086,2026-01-30,South,2,M,Personalcare,260.86,193.32,4.3214,2.9733,7.0,0.95,1.65,12.979910415760774,43.22971041576077,14,73.47951041576077,0.0,0.0,24,339,1000,1000.0,True,73.47951041576077,74.0,Raise PO,No constraint triggered,14305.68,19303.64
ST006,SKU0087,2026-01-30,South,2,M,Homecare,444.35,280.58,3.7321,2.8316,7.0,0.95,1.65,12.361320530477316,38.48602053047732,14,64.61072053047732,0.0,0.0,24,357,1000,1000.0,True,64.61072053047732,65.0,Raise PO,No constraint triggered,18237.7,28882.75
ST006,SKU0088,2026-01-30,South,2,M,Dairy,197.58,157.72,9.5893,5.03,7.0,0.97,1.88,25.019282697951198,92.1443826979512,5,72.9657826979512,0.0,0.0,12,19,1000,1000.0,True,72.9657826979512,73.0,Raise PO,No constraint triggered,11513.56,14423.34
ST006,SKU0089,2026-01-30,South,2,M,Beverages,378.75,224.18,9.5,5.7366,7.0,0.95,1.65,25.043068002237664,91.54306800223766,18,196.04306800223767,0.0,0.0,6,338,1000,1000.0,True,196.04306800223767,197.0,Raise PO,No constraint triggered,44163.46,74613.75
